date_key,full_date,year,month,year_month,events_on_date,weighted_events_on_date,bookings_made_on_date,checkins_on_date,checkouts_on_date,booking_value_proxy_for_checkins,package_checkins,avg_stay_nights_for_checkins,avg_lead_days_for_checkins
2029-04-11,2029-04-11,2029,4,2029-04,0,0,0,0,0,0,0,,
2029-03-26,2029-03-26,2029,3,2029-03,0,0,0,0,0,0,0,,
2029-02-24,2029-02-24,2029,2,2029-02,0,0,0,0,0,0,0,,
2029-02-23,2029-02-23,2029,2,2029-02,0,0,0,0,0,0,0,,
2029-02-22,2029-02-22,2029,2,2029-02,0,0,0,0,0,0,0,,
2029-02-01,2029-02-01,2029,2,2029-02,0,0,0,0,0,0,0,,
2029-01-18,2029-01-18,2029,1,2029-01,0,0,0,0,0,0,0,,
2028-12-31,2028-12-31,2028,12,2028-12,0,0,0,0,0,0,0,,
2028-12-11,2028-12-11,2028,12,2028-12,0,0,0,0,0,0,0,,
2028-10-28,2028-10-28,2028,10,2028-10,0,0,0,0,0,0,0,,
2028-10-16,2028-10-16,2028,10,2028-10,0,0,0,0,0,0,0,,
2028-10-02,2028-10-02,2028,10,2028-10,0,0,0,0,0,0,0,,
2028-10-01,2028-10-01,2028,10,2028-10,0,0,0,0,0,0,0,,
2028-09-27,2028-09-27,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-09-24,2028-09-24,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-09-23,2028-09-23,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-09-16,2028-09-16,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-09-14,2028-09-14,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-09-02,2028-09-02,2028,9,2028-09,0,0,0,0,0,0,0,,
2028-08-12,2028-08-12,2028,8,2028-08,0,0,0,0,0,0,0,,
2028-08-06,2028-08-06,2028,8,2028-08,0,0,0,0,0,0,0,,
2028-07-28,2028-07-28,2028,7,2028-07,0,0,0,0,0,0,0,,
2028-07-22,2028-07-22,2028,7,2028-07,0,0,0,0,0,0,0,,
2028-07-17,2028-07-17,2028,7,2028-07,0,0,0,0,0,0,0,,
2028-05-04,2028-05-04,2028,5,2028-05,0,0,0,0,0,0,0,,
2028-04-10,2028-04-10,2028,4,2028-04,0,0,0,0,0,0,0,,
2028-04-05,2028-04-05,2028,4,2028-04,0,0,0,0,0,0,0,,
2028-03-25,2028-03-25,2028,3,2028-03,0,0,0,0,0,0,0,,
2028-03-19,2028-03-19,2028,3,2028-03,0,0,0,0,0,0,0,,
2028-03-12,2028-03-12,2028,3,2028-03,0,0,0,0,0,0,0,,
2028-03-04,2028-03-04,2028,3,2028-03,0,0,0,0,0,0,0,,
2028-02-28,2028-02-28,2028,2,2028-02,0,0,0,0,0,0,0,,
2028-02-21,2028-02-21,2028,2,2028-02,0,0,0,0,0,0,0,,
2028-02-06,2028-02-06,2028,2,2028-02,0,0,0,0,0,0,0,,
2028-01-10,2028-01-10,2028,1,2028-01,0,0,0,0,0,0,0,,
2028-01-01,2028-01-01,2028,1,2028-01,0,0,0,0,0,0,0,,
2027-11-27,2027-11-27,2027,11,2027-11,0,0,0,0,0,0,0,,
2027-11-25,2027-11-25,2027,11,2027-11,0,0,0,0,0,0,0,,
2027-11-24,2027-11-24,2027,11,2027-11,0,0,0,0,0,0,0,,
2027-11-05,2027-11-05,2027,11,2027-11,0,0,0,0,0,0,0,,
2027-10-19,2027-10-19,2027,10,2027-10,0,0,0,0,0,0,0,,
2027-09-30,2027-09-30,2027,9,2027-09,0,0,0,0,0,0,0,,
2027-09-24,2027-09-24,2027,9,2027-09,0,0,0,0,0,0,0,,
2027-09-20,2027-09-20,2027,9,2027-09,0,0,0,0,0,0,0,,
2027-09-16,2027-09-16,2027,9,2027-09,0,0,0,0,0,0,0,,
2027-09-13,2027-09-13,2027,9,2027-09,0,0,0,0,0,0,0,,
2027-08-14,2027-08-14,2027,8,2027-08,0,0,0,0,0,0,0,,
2027-08-05,2027-08-05,2027,8,2027-08,0,0,0,0,0,0,0,,
2027-07-23,2027-07-23,2027,7,2027-07,0,0,0,0,0,0,0,,
2027-07-11,2027-07-11,2027,7,2027-07,0,0,0,0,0,0,0,,
2027-06-09,2027-06-09,2027,6,2027-06,0,0,0,0,0,0,0,,
2027-05-27,2027-05-27,2027,5,2027-05,0,0,0,0,0,0,0,,
2027-05-13,2027-05-13,2027,5,2027-05,0,0,0,0,0,0,0,,
2027-05-01,2027-05-01,2027,5,2027-05,0,0,0,0,0,0,0,,
2027-04-30,2027-04-30,2027,4,2027-04,0,0,0,0,0,0,0,,
2027-04-11,2027-04-11,2027,4,2027-04,0,0,0,0,0,0,0,,
2027-04-10,2027-04-10,2027,4,2027-04,0,0,0,0,0,0,0,,
2027-04-05,2027-04-05,2027,4,2027-04,0,0,0,0,0,0,0,,
2027-03-12,2027-03-12,2027,3,2027-03,0,0,0,0,0,0,0,,
2027-02-24,2027-02-24,2027,2,2027-02,0,0,0,0,0,0,0,,
2027-01-23,2027-01-23,2027,1,2027-01,0,0,0,0,0,0,0,,
2027-01-10,2027-01-10,2027,1,2027-01,0,0,0,0,0,0,0,,
2027-01-03,2027-01-03,2027,1,2027-01,0,0,0,0,0,0,0,,
2026-12-23,2026-12-23,2026,12,2026-12,0,0,0,0,0,0,0,,
2026-12-21,2026-12-21,2026,12,2026-12,0,0,0,0,0,0,0,,
2026-12-07,2026-12-07,2026,12,2026-12,0,0,0,0,0,0,0,,
2026-11-06,2026-11-06,2026,11,2026-11,0,0,0,0,0,0,0,,
2026-10-24,2026-10-24,2026,10,2026-10,0,0,0,0,0,0,0,,
2026-09-22,2026-09-22,2026,9,2026-09,0,0,0,0,0,0,0,,
2026-09-21,2026-09-21,2026,9,2026-09,0,0,0,0,0,0,0,,
2026-09-19,2026-09-19,2026,9,2026-09,0,0,0,0,0,0,0,,
2026-09-04,2026-09-04,2026,9,2026-09,0,0,0,0,0,0,0,,
2026-07-19,2026-07-19,2026,7,2026-07,0,0,0,0,0,0,0,,
2026-07-12,2026-07-12,2026,7,2026-07,0,0,0,0,0,0,0,,
2026-07-10,2026-07-10,2026,7,2026-07,0,0,0,0,0,0,0,,
2026-04-27,2026-04-27,2026,4,2026-04,0,0,0,0,0,0,0,,
2026-04-19,2026-04-19,2026,4,2026-04,0,0,0,0,0,0,0,,
2026-02-24,2026-02-24,2026,2,2026-02,0,0,0,0,0,0,0,,
2026-02-09,2026-02-09,2026,2,2026-02,0,0,0,0,0,0,0,,
2026-02-02,2026-02-02,2026,2,2026-02,0,0,0,0,0,0,0,,
2026-01-14,2026-01-14,2026,1,2026-01,0,0,0,0,0,0,0,,
2026-01-04,2026-01-04,2026,1,2026-01,0,0,0,0,0,0,0,,
2025-12-27,2025-12-27,2025,12,2025-12,0,0,0,0,0,0,0,,
2025-12-23,2025-12-23,2025,12,2025-12,0,0,0,0,0,0,0,,
2025-12-12,2025-12-12,2025,12,2025-12,0,0,0,0,0,0,0,,
2025-11-24,2025-11-24,2025,11,2025-11,0,0,0,0,0,0,0,,
2025-11-23,2025-11-23,2025,11,2025-11,0,0,0,0,0,0,0,,
2025-11-22,2025-11-22,2025,11,2025-11,0,0,0,0,0,0,0,,
2025-10-19,2025-10-19,2025,10,2025-10,0,0,0,0,0,0,0,,
2025-10-18,2025-10-18,2025,10,2025-10,0,0,0,0,0,0,0,,
2025-10-13,2025-10-13,2025,10,2025-10,0,0,0,0,0,0,0,,
2025-06-15,2025-06-15,2025,6,2025-06,0,0,0,0,0,0,0,,
2025-05-26,2025-05-26,2025,5,2025-05,0,0,0,0,0,0,0,,
2025-04-15,2025-04-15,2025,4,2025-04,0,0,0,0,0,0,0,,
2025-04-03,2025-04-03,2025,4,2025-04,0,0,0,0,0,0,0,,
2025-03-18,2025-03-18,2025,3,2025-03,0,0,0,0,0,0,0,,
2025-03-05,2025-03-05,2025,3,2025-03,0,0,0,0,0,0,0,,
2025-02-15,2025-02-15,2025,2,2025-02,0,0,0,0,0,0,0,,
2025-01-25,2025-01-25,2025,1,2025-01,0,0,0,0,0,0,0,,
2024-12-21,2024-12-21,2024,12,2024-12,0,0,0,0,0,0,0,,
2024-12-13,2024-12-13,2024,12,2024-12,0,0,0,0,0,0,0,,
2024-11-22,2024-11-22,2024,11,2024-11,0,0,0,0,0,0,0,,
2024-11-21,2024-11-21,2024,11,2024-11,0,0,0,0,0,0,0,,
2024-11-02,2024-11-02,2024,11,2024-11,0,0,0,0,0,0,0,,
2024-10-06,2024-10-06,2024,10,2024-10,0,0,0,0,0,0,0,,
2024-09-03,2024-09-03,2024,9,2024-09,0,0,0,0,0,0,0,,
2024-08-15,2024-08-15,2024,8,2024-08,0,0,0,0,0,0,0,,
2024-07-10,2024-07-10,2024,7,2024-07,0,0,0,0,0,0,0,,
2024-04-21,2024-04-21,2024,4,2024-04,0,0,0,0,0,0,0,,
2024-04-16,2024-04-16,2024,4,2024-04,0,0,0,0,0,0,0,,
2024-03-20,2024-03-20,2024,3,2024-03,0,0,0,0,0,0,0,,
2024-03-08,2024-03-08,2024,3,2024-03,0,0,0,0,0,0,0,,
2024-02-28,2024-02-28,2024,2,2024-02,0,0,0,0,0,0,0,,
2024-02-14,2024-02-14,2024,2,2024-02,0,0,0,0,0,0,0,,
2024-02-11,2024-02-11,2024,2,2024-02,0,0,0,0,0,0,0,,
2024-02-09,2024-02-09,2024,2,2024-02,0,0,0,0,0,0,0,,
2023-12-28,2023-12-28,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-12-27,2023-12-27,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-12-25,2023-12-25,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-12-24,2023-12-24,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-12-13,2023-12-13,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-12-09,2023-12-09,2023,12,2023-12,0,0,0,0,0,0,0,,
2023-10-31,2023-10-31,2023,10,2023-10,0,0,0,0,0,0,0,,
2023-10-20,2023-10-20,2023,10,2023-10,0,0,0,0,0,0,0,,
2023-10-17,2023-10-17,2023,10,2023-10,0,0,0,0,0,0,0,,
2023-10-01,2023-10-01,2023,10,2023-10,0,0,0,0,0,0,0,,
2023-09-30,2023-09-30,2023,9,2023-09,0,0,0,0,0,0,0,,
2023-09-11,2023-09-11,2023,9,2023-09,0,0,0,0,0,0,0,,
2023-09-07,2023-09-07,2023,9,2023-09,0,0,0,0,0,0,0,,
2023-09-03,2023-09-03,2023,9,2023-09,0,0,0,0,0,0,0,,
2023-09-01,2023-09-01,2023,9,2023-09,0,0,0,0,0,0,0,,
2023-07-17,2023-07-17,2023,7,2023-07,0,0,0,0,0,0,0,,
2023-07-06,2023-07-06,2023,7,2023-07,0,0,0,0,0,0,0,,
2023-06-16,2023-06-16,2023,6,2023-06,0,0,0,0,0,0,0,,
2023-05-24,2023-05-24,2023,5,2023-05,0,0,0,0,0,0,0,,
2023-04-29,2023-04-29,2023,4,2023-04,0,0,0,0,0,0,0,,
2023-03-29,2023-03-29,2023,3,2023-03,0,0,0,0,0,0,0,,
2023-03-26,2023-03-26,2023,3,2023-03,0,0,0,0,0,0,0,,
2023-03-03,2023-03-03,2023,3,2023-03,0,0,0,0,0,0,0,,
2023-02-10,2023-02-10,2023,2,2023-02,0,0,0,0,0,0,0,,
2023-02-07,2023-02-07,2023,2,2023-02,0,0,0,0,0,0,0,,
2023-01-29,2023-01-29,2023,1,2023-01,0,0,0,0,0,0,0,,
2023-01-18,2023-01-18,2023,1,2023-01,0,0,0,0,0,0,0,,
2023-01-10,2023-01-10,2023,1,2023-01,0,0,0,0,0,0,0,,
2023-01-09,2023-01-09,2023,1,2023-01,0,0,0,0,0,0,0,,
2023-01-04,2023-01-04,2023,1,2023-01,0,0,0,0,0,0,0,,
2022-12-24,2022-12-24,2022,12,2022-12,0,0,0,0,0,0,0,,
2022-11-09,2022-11-09,2022,11,2022-11,0,0,0,0,0,0,0,,
2022-11-02,2022-11-02,2022,11,2022-11,0,0,0,0,0,0,0,,
2022-10-31,2022-10-31,2022,10,2022-10,0,0,0,0,0,0,0,,
2022-09-13,2022-09-13,2022,9,2022-09,0,0,0,0,0,0,0,,
2022-08-30,2022-08-30,2022,8,2022-08,0,0,0,0,0,0,0,,
2022-08-15,2022-08-15,2022,8,2022-08,0,0,0,0,0,0,0,,
2022-06-01,2022-06-01,2022,6,2022-06,0,0,0,0,0,0,0,,
2022-05-29,2022-05-29,2022,5,2022-05,0,0,0,0,0,0,0,,
2022-05-14,2022-05-14,2022,5,2022-05,0,0,0,0,0,0,0,,
2022-04-07,2022-04-07,2022,4,2022-04,0,0,0,0,0,0,0,,
2022-02-28,2022-02-28,2022,2,2022-02,0,0,0,0,0,0,0,,
2022-01-31,2022-01-31,2022,1,2022-01,0,0,0,0,0,0,0,,
2022-01-03,2022-01-03,2022,1,2022-01,0,0,0,0,0,0,0,,
2022-01-02,2022-01-02,2022,1,2022-01,0,0,0,0,0,0,0,,
2021-12-30,2021-12-30,2021,12,2021-12,0,0,0,0,0,0,0,,
2021-12-17,2021-12-17,2021,12,2021-12,0,0,0,0,0,0,0,,
2021-12-10,2021-12-10,2021,12,2021-12,0,0,0,0,0,0,0,,
2021-11-23,2021-11-23,2021,11,2021-11,0,0,0,0,0,0,0,,
2021-11-19,2021-11-19,2021,11,2021-11,0,0,0,0,0,0,0,,
2021-11-14,2021-11-14,2021,11,2021-11,0,0,0,0,0,0,0,,
2021-10-17,2021-10-17,2021,10,2021-10,0,0,0,0,0,0,0,,
2021-10-08,2021-10-08,2021,10,2021-10,0,0,0,0,0,0,0,,
2021-09-14,2021-09-14,2021,9,2021-09,0,0,0,0,0,0,0,,
2021-09-08,2021-09-08,2021,9,2021-09,0,0,0,0,0,0,0,,
2021-09-07,2021-09-07,2021,9,2021-09,0,0,0,0,0,0,0,,
2021-09-05,2021-09-05,2021,9,2021-09,0,0,0,0,0,0,0,,
2021-09-01,2021-09-01,2021,9,2021-09,0,0,0,0,0,0,0,,
2021-08-31,2021-08-31,2021,8,2021-08,0,0,0,0,0,0,0,,
2021-08-20,2021-08-20,2021,8,2021-08,0,0,0,0,0,0,0,,
2021-08-19,2021-08-19,2021,8,2021-08,0,0,0,0,0,0,0,,
2021-08-04,2021-08-04,2021,8,2021-08,0,0,0,0,0,0,0,,
2021-06-30,2021-06-30,2021,6,2021-06,0,0,0,0,0,0,0,,
2021-06-25,2021-06-25,2021,6,2021-06,0,0,0,0,0,0,0,,
2021-06-18,2021-06-18,2021,6,2021-06,0,0,0,0,0,0,0,,
2021-06-05,2021-06-05,2021,6,2021-06,0,0,0,0,0,0,0,,
2021-05-30,2021-05-30,2021,5,2021-05,0,0,0,0,0,0,0,,
2021-05-10,2021-05-10,2021,5,2021-05,0,0,0,0,0,0,0,,
2021-04-30,2021-04-30,2021,4,2021-04,0,0,0,0,0,0,0,,
2021-04-03,2021-04-03,2021,4,2021-04,0,0,0,0,0,0,0,,
2021-03-31,2021-03-31,2021,3,2021-03,0,0,0,0,0,0,0,,
2021-03-21,2021-03-21,2021,3,2021-03,0,0,0,0,0,0,0,,
2021-02-23,2021-02-23,2021,2,2021-02,0,0,0,0,0,0,0,,
2021-02-21,2021-02-21,2021,2,2021-02,0,0,0,0,0,0,0,,
2021-02-20,2021-02-20,2021,2,2021-02,0,0,0,0,0,0,0,,
2021-02-15,2021-02-15,2021,2,2021-02,0,0,0,0,0,0,0,,
2021-02-08,2021-02-08,2021,2,2021-02,0,0,0,0,0,0,0,,
2021-01-19,2021-01-19,2021,1,2021-01,0,0,0,0,0,0,0,,
2020-12-26,2020-12-26,2020,12,2020-12,0,0,0,0,0,0,0,,
2020-12-01,2020-12-01,2020,12,2020-12,0,0,0,0,0,0,0,,
2020-10-15,2020-10-15,2020,10,2020-10,0,0,0,0,0,0,0,,
2020-10-14,2020-10-14,2020,10,2020-10,0,0,0,0,0,0,0,,
2020-10-07,2020-10-07,2020,10,2020-10,0,0,0,0,0,0,0,,
2020-09-27,2020-09-27,2020,9,2020-09,0,0,0,0,0,0,0,,
2020-08-27,2020-08-27,2020,8,2020-08,0,0,0,0,0,0,0,,
2020-08-23,2020-08-23,2020,8,2020-08,0,0,0,0,0,0,0,,
2020-08-01,2020-08-01,2020,8,2020-08,0,0,0,0,0,0,0,,
2020-07-20,2020-07-20,2020,7,2020-07,0,0,0,0,0,0,0,,
2020-06-26,2020-06-26,2020,6,2020-06,0,0,0,0,0,0,0,,
2020-05-15,2020-05-15,2020,5,2020-05,0,0,0,0,0,0,0,,
2020-05-14,2020-05-14,2020,5,2020-05,0,0,0,0,0,0,0,,
2020-05-10,2020-05-10,2020,5,2020-05,0,0,0,0,0,0,0,,
2020-04-29,2020-04-29,2020,4,2020-04,0,0,0,0,0,0,0,,
2020-04-10,2020-04-10,2020,4,2020-04,0,0,0,0,0,0,0,,
2020-03-10,2020-03-10,2020,3,2020-03,0,0,0,0,0,0,0,,
2020-03-02,2020-03-02,2020,3,2020-03,0,0,0,0,0,0,0,,
2020-02-24,2020-02-24,2020,2,2020-02,0,0,0,0,0,0,0,,
2020-02-18,2020-02-18,2020,2,2020-02,0,0,0,0,0,0,0,,
2019-12-24,2019-12-24,2019,12,2019-12,0,0,0,0,0,0,0,,
2019-12-16,2019-12-16,2019,12,2019-12,0,0,0,0,0,0,0,,
2019-12-09,2019-12-09,2019,12,2019-12,0,0,0,0,0,0,0,,
2019-12-03,2019-12-03,2019,12,2019-12,0,0,0,0,0,0,0,,
2019-11-22,2019-11-22,2019,11,2019-11,0,0,0,0,0,0,0,,
2019-11-05,2019-11-05,2019,11,2019-11,0,0,0,0,0,0,0,,
2019-11-02,2019-11-02,2019,11,2019-11,0,0,0,0,0,0,0,,
2019-10-14,2019-10-14,2019,10,2019-10,0,0,0,0,0,0,0,,
2019-10-09,2019-10-09,2019,10,2019-10,0,0,0,0,0,0,0,,
2019-08-04,2019-08-04,2019,8,2019-08,0,0,0,0,0,0,0,,
2019-07-26,2019-07-26,2019,7,2019-07,0,0,0,0,0,0,0,,
2019-07-17,2019-07-17,2019,7,2019-07,0,0,0,0,0,0,0,,
2019-06-25,2019-06-25,2019,6,2019-06,0,0,0,0,0,0,0,,
2019-06-24,2019-06-24,2019,6,2019-06,0,0,0,0,0,0,0,,
2019-06-22,2019-06-22,2019,6,2019-06,0,0,0,0,0,0,0,,
2019-05-26,2019-05-26,2019,5,2019-05,0,0,0,0,0,0,0,,
2019-05-18,2019-05-18,2019,5,2019-05,0,0,0,0,0,0,0,,
2019-04-08,2019-04-08,2019,4,2019-04,0,0,0,0,0,0,0,,
2019-04-07,2019-04-07,2019,4,2019-04,0,0,0,0,0,0,0,,
2019-04-06,2019-04-06,2019,4,2019-04,0,0,0,0,0,0,0,,
2019-03-30,2019-03-30,2019,3,2019-03,0,0,0,0,0,0,0,,
2019-03-14,2019-03-14,2019,3,2019-03,0,0,0,0,0,0,0,,
2019-02-28,2019-02-28,2019,2,2019-02,0,0,0,0,0,0,0,,
2019-02-15,2019-02-15,2019,2,2019-02,0,0,0,0,0,0,0,,
2019-02-11,2019-02-11,2019,2,2019-02,0,0,0,0,0,0,0,,
2019-01-14,2019-01-14,2019,1,2019-01,0,0,0,0,0,0,0,,
2019-01-01,2019-01-01,2019,1,2019-01,0,0,0,0,0,0,0,,
2018-12-16,2018-12-16,2018,12,2018-12,0,0,0,0,0,0,0,,
2018-11-27,2018-11-27,2018,11,2018-11,0,0,0,0,0,0,0,,
2018-11-23,2018-11-23,2018,11,2018-11,0,0,0,0,0,0,0,,
2018-11-08,2018-11-08,2018,11,2018-11,0,0,0,0,0,0,0,,
2018-11-02,2018-11-02,2018,11,2018-11,0,0,0,0,0,0,0,,
2018-08-28,2018-08-28,2018,8,2018-08,0,0,0,0,0,0,0,,
2018-08-15,2018-08-15,2018,8,2018-08,0,0,0,0,0,0,0,,
2018-07-19,2018-07-19,2018,7,2018-07,0,0,0,0,0,0,0,,
2018-07-12,2018-07-12,2018,7,2018-07,0,0,0,0,0,0,0,,
2018-06-02,2018-06-02,2018,6,2018-06,0,0,0,0,0,0,0,,
2018-04-13,2018-04-13,2018,4,2018-04,0,0,0,0,0,0,0,,
2018-03-15,2018-03-15,2018,3,2018-03,0,0,0,0,0,0,0,,
2018-03-10,2018-03-10,2018,3,2018-03,0,0,0,0,0,0,0,,
2017-12-25,2017-12-25,2017,12,2017-12,0,0,0,0,0,0,0,,
2017-12-12,2017-12-12,2017,12,2017-12,0,0,0,0,0,0,0,,
2017-11-25,2017-11-25,2017,11,2017-11,0,0,0,0,0,0,0,,
2017-11-22,2017-11-22,2017,11,2017-11,0,0,0,0,0,0,0,,
2017-10-07,2017-10-07,2017,10,2017-10,0,0,0,0,0,0,0,,
2017-10-04,2017-10-04,2017,10,2017-10,0,0,0,0,0,0,0,,
2017-09-01,2017-09-01,2017,9,2017-09,0,0,0,0,0,0,0,,
2017-07-31,2017-07-31,2017,7,2017-07,0,0,0,0,0,0,0,,
2017-07-26,2017-07-26,2017,7,2017-07,0,0,0,0,0,0,0,,
2017-07-15,2017-07-15,2017,7,2017-07,0,0,0,0,0,0,0,,
2017-07-05,2017-07-05,2017,7,2017-07,0,0,0,0,0,0,0,,
2017-06-12,2017-06-12,2017,6,2017-06,0,0,0,0,0,0,0,,
2017-06-06,2017-06-06,2017,6,2017-06,0,0,0,0,0,0,0,,
2017-05-31,2017-05-31,2017,5,2017-05,0,0,0,0,0,0,0,,
2017-05-15,2017-05-15,2017,5,2017-05,0,0,0,0,0,0,0,,
2017-05-14,2017-05-14,2017,5,2017-05,0,0,0,0,0,0,0,,
2017-05-11,2017-05-11,2017,5,2017-05,0,0,0,0,0,0,0,,
2017-04-21,2017-04-21,2017,4,2017-04,0,0,0,0,0,0,0,,
2017-04-20,2017-04-20,2017,4,2017-04,0,0,0,0,0,0,0,,
2017-04-19,2017-04-19,2017,4,2017-04,0,0,0,0,0,0,0,,
2017-04-06,2017-04-06,2017,4,2017-04,0,0,0,0,0,0,0,,
2017-03-28,2017-03-28,2017,3,2017-03,0,0,0,0,0,0,0,,
2017-03-21,2017-03-21,2017,3,2017-03,0,0,0,0,0,0,0,,
2017-03-14,2017-03-14,2017,3,2017-03,0,0,0,0,0,0,0,,
2017-02-19,2017-02-19,2017,2,2017-02,0,0,0,0,0,0,0,,
2017-01-14,2017-01-14,2017,1,2017-01,0,0,0,0,0,0,0,,
2016-12-24,2016-12-24,2016,12,2016-12,0,0,0,0,0,0,0,,
2016-11-23,2016-11-23,2016,11,2016-11,0,0,0,0,0,0,0,,
2016-11-19,2016-11-19,2016,11,2016-11,0,0,0,0,0,0,0,,
2016-11-12,2016-11-12,2016,11,2016-11,0,0,0,0,0,0,0,,
2016-11-11,2016-11-11,2016,11,2016-11,0,0,0,0,0,0,0,,
2016-10-24,2016-10-24,2016,10,2016-10,0,0,0,0,0,0,0,,
2016-10-16,2016-10-16,2016,10,2016-10,0,0,0,0,0,0,0,,
2016-09-21,2016-09-21,2016,9,2016-09,0,0,0,0,0,0,0,,
2016-08-30,2016-08-30,2016,8,2016-08,0,0,0,0,0,0,0,,
2016-07-07,2016-07-07,2016,7,2016-07,0,0,0,0,0,0,0,,
2016-05-21,2016-05-21,2016,5,2016-05,0,0,0,0,0,0,0,,
2016-05-12,2016-05-12,2016,5,2016-05,0,0,0,0,0,0,0,,
2012-12-17,2012-12-17,2012,12,2012-12,0,0,0,0,0,0,0,,
2012-11-15,2012-11-15,2012,11,2012-11,0,0,0,0,0,0,0,,
2012-11-07,2012-11-07,2012,11,2012-11,0,0,0,0,0,0,0,,
2012-10-20,2012-10-20,2012,10,2012-10,0,0,0,0,0,0,0,,
2012-10-10,2012-10-10,2012,10,2012-10,0,0,0,0,0,0,0,,
2012-10-06,2012-10-06,2012,10,2012-10,0,0,0,0,0,0,0,,
2012-09-21,2012-09-21,2012,9,2012-09,0,0,0,0,0,0,0,,
2012-07-25,2012-07-25,2012,7,2012-07,0,0,0,0,0,0,0,,
2012-07-09,2012-07-09,2012,7,2012-07,0,0,0,0,0,0,0,,
2012-06-18,2012-06-18,2012,6,2012-06,0,0,0,0,0,0,0,,
2012-06-11,2012-06-11,2012,6,2012-06,0,0,0,0,0,0,0,,
2012-05-25,2012-05-25,2012,5,2012-05,0,0,0,0,0,0,0,,
2012-05-15,2012-05-15,2012,5,2012-05,0,0,0,0,0,0,0,,
2012-05-11,2012-05-11,2012,5,2012-05,0,0,0,0,0,0,0,,
2012-04-29,2012-04-29,2012,4,2012-04,0,0,0,0,0,0,0,,
2012-04-13,2012-04-13,2012,4,2012-04,0,0,0,0,0,0,0,,
2012-03-27,2012-03-27,2012,3,2012-03,0,0,0,0,0,0,0,,
2012-03-14,2012-03-14,2012,3,2012-03,0,0,0,0,0,0,0,,
2012-02-27,2012-02-27,2012,2,2012-02,0,0,0,0,0,0,0,,
2012-02-16,2012-02-16,2012,2,2012-02,0,0,0,0,0,0,0,,
2030-12-24,2030-12-24,2030,12,2030-12,0,0,0,0,0,0,0,,
2030-12-22,2030-12-22,2030,12,2030-12,0,0,0,0,0,0,0,,
2030-12-19,2030-12-19,2030,12,2030-12,0,0,0,0,0,0,0,,
2030-12-16,2030-12-16,2030,12,2030-12,0,0,0,0,0,0,0,,
2030-10-21,2030-10-21,2030,10,2030-10,0,0,0,0,0,0,0,,
2030-10-15,2030-10-15,2030,10,2030-10,0,0,0,0,0,0,0,,
2030-10-10,2030-10-10,2030,10,2030-10,0,0,0,0,0,0,0,,
2030-10-01,2030-10-01,2030,10,2030-10,0,0,0,0,0,0,0,,
2030-09-24,2030-09-24,2030,9,2030-09,0,0,0,0,0,0,0,,
2030-09-18,2030-09-18,2030,9,2030-09,0,0,0,0,0,0,0,,
2030-09-14,2030-09-14,2030,9,2030-09,0,0,0,0,0,0,0,,
2030-09-13,2030-09-13,2030,9,2030-09,0,0,0,0,0,0,0,,
2030-08-23,2030-08-23,2030,8,2030-08,0,0,0,0,0,0,0,,
2030-08-17,2030-08-17,2030,8,2030-08,0,0,0,0,0,0,0,,
2030-07-17,2030-07-17,2030,7,2030-07,0,0,0,0,0,0,0,,
2030-07-15,2030-07-15,2030,7,2030-07,0,0,0,0,0,0,0,,
2030-07-14,2030-07-14,2030,7,2030-07,0,0,0,0,0,0,0,,
2030-06-29,2030-06-29,2030,6,2030-06,0,0,0,0,0,0,0,,
2030-06-08,2030-06-08,2030,6,2030-06,0,0,0,0,0,0,0,,
2030-06-01,2030-06-01,2030,6,2030-06,0,0,0,0,0,0,0,,
2030-05-28,2030-05-28,2030,5,2030-05,0,0,0,0,0,0,0,,
2030-05-07,2030-05-07,2030,5,2030-05,0,0,0,0,0,0,0,,
2030-04-28,2030-04-28,2030,4,2030-04,0,0,0,0,0,0,0,,
2030-04-22,2030-04-22,2030,4,2030-04,0,0,0,0,0,0,0,,
2030-04-17,2030-04-17,2030,4,2030-04,0,0,0,0,0,0,0,,
2030-04-16,2030-04-16,2030,4,2030-04,0,0,0,0,0,0,0,,
2030-04-05,2030-04-05,2030,4,2030-04,0,0,0,0,0,0,0,,
2030-03-05,2030-03-05,2030,3,2030-03,0,0,0,0,0,0,0,,
2030-02-08,2030-02-08,2030,2,2030-02,0,0,0,0,0,0,0,,
2030-02-03,2030-02-03,2030,2,2030-02,0,0,0,0,0,0,0,,
2030-01-14,2030-01-14,2030,1,2030-01,0,0,0,0,0,0,0,,
2029-12-14,2029-12-14,2029,12,2029-12,0,0,0,0,0,0,0,,
2029-12-10,2029-12-10,2029,12,2029-12,0,0,0,0,0,0,0,,
2029-11-22,2029-11-22,2029,11,2029-11,0,0,0,0,0,0,0,,
2029-11-13,2029-11-13,2029,11,2029-11,0,0,0,0,0,0,0,,
