year_month,lead_time_bucket,stay_length_bucket,party_segment,users,events,weighted_events,bookings,booking_row_rate,booking_weighted_event_rate,package_share,mobile_share,booking_value_proxy_total,sessions,booking_sessions,session_booking_rate
2014-08-01,91_plus,15_plus,group,147,433,573,4,0.009237875288683603,0.006980802792321117,0.25,0.19630484988452657,5,192,12,0.0625
2014-08-01,31_90,15_plus,solo,408,1320,1851,38,0.02878787878787879,0.020529443544030253,0.42105263157894735,0.06363636363636363,54,552,74,0.13405797101449277
2014-08-01,same_next_day,8_14,solo,289,830,1183,64,0.07710843373493977,0.05409974640743871,0.078125,0.0783132530120482,69,342,108,0.3157894736842105
2014-08-01,same_next_day,4_7,group,493,1486,2315,138,0.09286675639300135,0.059611231101511876,0.036231884057971016,0.17496635262449528,143,600,187,0.31166666666666665
2014-08-01,2_7,8_14,group,204,752,1124,37,0.04920212765957447,0.033807829181494664,0.08108108108108109,0.09973404255319149,40,275,53,0.19272727272727272
2014-08-01,8_30,15_plus,group,63,205,283,2,0.00975609756097561,0.007067137809187279,0.0,0.16097560975609757,2,80,6,0.075
2014-08-01,31_90,15_plus,group,55,141,187,6,0.0425531914893617,0.03208556149732621,0.5,0.09219858156028368,9,67,12,0.1791044776119403
2014-08-01,same_next_day,8_14,group,66,164,245,9,0.054878048780487805,0.036734693877551024,0.0,0.15853658536585366,9,74,17,0.22972972972972974
2014-03-01,91_plus,2_3,couple,16602,68859,96731,3842,0.05579517564878955,0.04080387879790347,0.1441957313899011,0.14075139052266225,4396,25821,4278,0.16567909840827233
2014-03-01,31_90,2_3,solo,8503,29366,40961,2567,0.08741401620922155,0.06330411855179317,0.28788469029996105,0.09218143431178914,3306,12166,2913,0.23943777741246094
2014-03-01,2_7,1,solo,9802,27841,35418,5577,0.20031608060055314,0.1592975323281947,0.06598529675452752,0.07995402463991955,5945,12517,5945,0.47495406247503397
2014-03-01,8_30,4_7,couple,15294,59173,90123,2840,0.04799486252175823,0.03188975067407876,0.3936619718309859,0.15583120680039883,3958,23767,3638,0.15306938191610217
2014-03-01,31_90,2_3,couple,27853,115457,165155,6822,0.059086932797491706,0.042075625927159334,0.1940779829961888,0.14126471326987536,8146,43717,7837,0.17926664684218954
2014-03-01,8_30,4_7,solo,6417,21731,31248,1998,0.09194238645253325,0.06480414746543779,0.3358358358358358,0.0940591781326216,2669,9316,2340,0.25118076427651354
2014-03-01,8_30,2_3,couple,25720,94733,132453,6756,0.07131622560248277,0.05184480532717266,0.1497927767910006,0.135918845597627,7768,37337,8113,0.21729115890403622
2014-03-01,31_90,2_3,group,5975,27385,40497,1583,0.05780536790213621,0.039262167567968,0.16677195198989261,0.11236078144969874,1847,9410,1889,0.20074388947927738
2014-03-01,91_plus,8_14,family_with_children,3018,12791,20513,334,0.026112110077398172,0.01652610539657778,0.5059880239520959,0.189664607927449,503,5012,423,0.0843974461292897
2014-03-01,91_plus,4_7,group,4367,18571,29811,609,0.03279306445533359,0.020697058132903963,0.4400656814449918,0.14840342469441603,877,7042,756,0.1073558648111332
2014-03-01,2_7,4_7,solo,3333,10244,14430,1278,0.12475595470519328,0.08946638946638946,0.2190923317683881,0.09185864896524795,1558,4561,1480,0.3244902433676825
2014-03-01,31_90,4_7,couple,23978,106454,170778,4400,0.04133240648543033,0.026121631591891226,0.5045454545454545,0.16237060138651435,6620,40869,5321,0.13019648144070078
2014-03-01,91_plus,4_7,couple,21071,93073,152321,2933,0.03151289847753914,0.0195770773563724,0.484145925673372,0.17654959010669044,4353,36286,3482,0.09595987433169817
2014-03-01,8_30,2_3,solo,12039,39558,54258,4913,0.12419738106072097,0.09161782594271813,0.22470995318542641,0.08430658779513625,6017,16896,5445,0.322265625
2014-03-01,8_30,1,family_with_children,6726,26345,35628,2970,0.1127348643006263,0.08479285954866958,0.006397306397306397,0.12689314860504838,2989,9297,3024,0.32526621490803487
2014-03-01,31_90,4_7,group,4041,18923,29523,800,0.04227659462030334,0.02726687667242489,0.39875,0.13401680494636156,1119,6844,978,0.1428988895382817
2014-03-01,31_90,1,couple,13591,48384,63117,4657,0.09625082671957672,0.0750194084002725,0.02490873953188748,0.11241319444444445,4773,19002,5113,0.26907693926955056
2014-03-01,2_7,2_3,couple,13195,42858,58979,3872,0.09034485976947128,0.06637955882602282,0.08290289256198347,0.1370105931214709,4193,17636,4828,0.27375822181900655
2014-03-01,91_plus,2_3,group,3870,16778,25295,941,0.056085349862915725,0.03767542992686301,0.17321997874601489,0.1246870902372154,1104,5968,1071,0.17945710455764075
2014-03-01,same_next_day,2_3,family_with_children,1530,5058,7264,509,0.10063266113088178,0.07048458149779736,0.009823182711198428,0.19869513641755635,514,1884,586,0.31104033970276007
2014-03-01,91_plus,1,couple,8149,29882,38937,2776,0.09289873502442943,0.0731951614145928,0.0223342939481268,0.11655846328893649,2838,11741,2897,0.24674218550379012
2014-03-01,91_plus,4_7,solo,4336,15184,23167,604,0.03977871443624868,0.02667587516726378,0.4519867549668874,0.10708640674394099,877,6270,743,0.11850079744816587
2014-03-01,same_next_day,1,family_with_children,3067,10237,14434,1457,0.14232685357038194,0.10184287099903007,0.0013726835964310226,0.2627722965712611,1459,3865,1505,0.38939197930142305
2014-03-01,8_30,2_3,group,4075,15393,22121,1176,0.07639836289222374,0.053659418651959674,0.11394557823129252,0.10881569544598194,1310,5686,1464,0.2574744987689061
2014-03-01,31_90,1,solo,4686,14334,18606,1844,0.12864517929398633,0.10050521337203053,0.08080260303687635,0.07513604018417748,1993,6194,2012,0.32483048111075236
2014-03-01,same_next_day,4_7,family_with_children,455,1454,2250,84,0.0577716643741403,0.037333333333333336,0.08333333333333333,0.1623108665749656,91,578,121,0.2093425605536332
2014-03-01,2_7,2_3,solo,8327,25658,34682,3995,0.15570192532543456,0.11654460527074563,0.16145181476846057,0.08780887052771065,4640,11209,4455,0.3974484789008832
2014-03-01,2_7,1,couple,15366,46294,60628,5774,0.12472458633948244,0.09632513030283038,0.011084170419120194,0.1434311141832635,5838,19664,6520,0.3315703824247356
2014-03-01,2_7,2_3,group,1893,6392,9185,583,0.09120775969962452,0.06390854654327709,0.05660377358490566,0.11029411764705882,616,2475,741,0.2993939393939394
2014-03-01,91_plus,1,group,1771,6728,9244,632,0.093935790725327,0.06912591951536132,0.022151898734177215,0.080410225921522,646,2523,692,0.2742766547760602
2014-03-01,91_plus,1,solo,1986,5844,7474,602,0.10301163586584532,0.08161626973508161,0.061461794019933555,0.08761122518822724,639,2557,678,0.2651544779037935
2014-03-01,31_90,4_7,solo,6682,23598,34988,1627,0.06894652089160098,0.046901794901108955,0.4437615242778119,0.11454360539028731,2349,9892,1909,0.19298422968054993
2014-03-01,2_7,4_7,couple,4984,17031,25012,1057,0.062063296341964655,0.04273948504717735,0.2346263008514664,0.13211203100228994,1305,7003,1405,0.20062830215621877
2014-03-01,91_plus,2_3,solo,3520,11419,16181,712,0.0623522199842368,0.044682034484889686,0.2401685393258427,0.10027147736229092,883,4789,843,0.17602839841302986
2014-03-01,8_30,4_7,group,2097,8423,12985,441,0.05235664252641577,0.034039276087793606,0.31519274376417233,0.1053068977798884,580,3236,586,0.1810877626699629
2014-03-01,31_90,1,group,2889,12164,16648,1204,0.09898059848733969,0.0729216722729457,0.012458471760797342,0.09930943768497205,1219,4245,1300,0.30624263839811544
2014-03-01,31_90,8_14,couple,3614,13976,22665,479,0.034273039496279335,0.021354511361129494,0.5260960334029228,0.16921866056096166,731,5690,700,0.12302284710017575
2014-03-01,91_plus,15_plus,group,127,478,706,10,0.02092050209205021,0.014164305949008499,0.5,0.12343096234309624,15,160,19,0.11875
2014-03-01,2_7,4_7,group,726,2382,3531,164,0.0688497061293031,0.04672897196261682,0.12195121951219512,0.1015952980688497,184,949,231,0.2434141201264489
2014-03-01,31_90,8_14,solo,1226,4358,6519,186,0.04268012849931161,0.028838778953827273,0.521505376344086,0.09706287287746673,283,1830,263,0.14371584699453552
2014-03-01,8_30,15_plus,family_with_children,113,242,337,10,0.04132231404958678,0.02967359050445104,0.1,0.14049586776859505,11,138,19,0.13768115942028986
2014-03-01,2_7,1,group,2167,6924,9445,881,0.12723859041016752,0.09348861831656961,0.012485811577752554,0.1169844020797227,892,2695,1019,0.37810760667903526
2014-03-01,same_next_day,8_14,family_with_children,51,131,213,12,0.0916030534351145,0.056338028169014086,0.16666666666666666,0.15267175572519084,14,66,17,0.25757575757575757
2014-03-01,31_90,15_plus,family_with_children,177,510,826,10,0.0196078431372549,0.012106537530266344,0.3,0.12352941176470589,13,224,26,0.11607142857142858
2014-03-01,91_plus,15_plus,solo,260,813,1165,12,0.014760147601476014,0.010300429184549357,0.5,0.14391143911439114,18,380,24,0.06315789473684211
2014-03-01,8_30,8_14,family_with_children,899,3644,5474,141,0.038693743139407245,0.026488856412130068,0.3404255319148936,0.12541163556531285,189,1404,190,0.13532763532763534
2014-03-01,31_90,8_14,group,431,1641,2704,47,0.028641072516758074,0.01775147928994083,0.44680851063829785,0.09445460085313832,68,655,63,0.09618320610687023
2014-03-01,91_plus,15_plus,couple,798,2147,3023,33,0.015370284117373078,0.010916308303010255,0.5151515151515151,0.09920819748486259,50,1006,107,0.10636182902584493
2014-03-01,2_7,15_plus,family_with_children,53,105,143,8,0.0761904761904762,0.055944055944055944,0.0,0.20952380952380953,8,60,16,0.26666666666666666
2014-03-01,2_7,8_14,family_with_children,229,670,1060,29,0.04328358208955224,0.02830188679245283,0.13793103448275862,0.11194029850746269,33,306,45,0.14705882352941177
2014-04-01,31_90,2_3,group,6511,30252,43381,1883,0.062243818590506414,0.04389018233788986,0.13011152416356878,0.10081978051037947,2128,10262,2236,0.21789124926914832
2014-04-01,91_plus,1,couple,7940,28796,37560,2740,0.09515210445895263,0.07526624068157614,0.01970802919708029,0.09244339491596056,2794,11527,2895,0.251149475145311
2014-04-01,8_30,8_14,couple,1834,6093,9058,256,0.04201542753979977,0.028262309560609405,0.28125,0.14147382241916953,328,2658,391,0.1471030850263356
2014-04-01,8_30,1,couple,19976,66903,87836,7342,0.10974096826749175,0.08474885012978733,0.018251157722691366,0.10628820830157093,7476,27352,8270,0.302354489616847
2014-04-01,same_next_day,2_3,couple,5518,16103,22562,1876,0.11650003105011489,0.08385781402357947,0.031982942430703626,0.1796559647270695,1936,6921,2325,0.33593411356740355
2014-04-01,same_next_day,4_7,couple,1465,4165,5967,389,0.09339735894357742,0.06636500754147813,0.06426735218508997,0.17430972388955582,414,1807,503,0.2783619258439402
2014-04-01,8_30,8_14,solo,1173,3686,5222,247,0.06701030927835051,0.04825737265415549,0.30364372469635625,0.07189365165491048,322,1654,323,0.19528415961305925
2014-04-01,31_90,2_3,couple,27763,117128,164106,7442,0.0635373266853357,0.04618965790403763,0.1511690405804891,0.12730517041185713,8567,43652,8410,0.19266013012004032
2014-04-01,91_plus,4_7,family_with_children,8780,42432,67676,1276,0.030071644042232278,0.019297830841066257,0.3675548589341693,0.17067307692307693,1745,15603,1405,0.09004678587451131
2014-04-01,31_90,1,couple,14687,54909,72218,5565,0.10134950554553898,0.07838765958625274,0.016891284815813118,0.10147698920031324,5659,21325,6042,0.28332942555685814
2014-04-01,31_90,1,group,3452,14294,19502,1412,0.0987827060305023,0.07306942877653574,0.015580736543909348,0.08227228207639568,1434,5040,1599,0.31726190476190474
2014-04-01,2_7,2_3,family_with_children,4575,17950,25609,1411,0.07860724233983286,0.05607403647155297,0.0446491849751949,0.16077994428969358,1474,6394,1555,0.24319674695026589
2014-04-01,91_plus,2_3,couple,16388,67813,95386,3923,0.05785026469850914,0.04245906107814564,0.14070864134590874,0.1310515682833675,4475,25716,4297,0.16709441592782703
2014-04-01,8_30,4_7,family_with_children,3678,15841,24433,815,0.0514487721734739,0.03368395203208775,0.29325153374233126,0.13585000946909917,1054,5850,940,0.1606837606837607
2014-04-01,same_next_day,1,group,1386,4347,6093,714,0.1642512077294686,0.11734777613655013,0.0028011204481792717,0.19392684610075914,716,1760,843,0.47897727272727275
2014-04-01,8_30,2_3,family_with_children,7395,30656,43865,2228,0.07267745302713988,0.051772483756981645,0.08931777378815081,0.14656184759916493,2427,10806,2362,0.21858226910975384
2014-04-01,same_next_day,1,couple,10800,32608,43657,5370,0.16468351324828262,0.12385184506493804,0.002793296089385475,0.21206452404317958,5385,14052,5823,0.41438941076003416
2014-04-01,91_plus,8_14,couple,5037,19273,31054,474,0.024593991594458568,0.015392542023571843,0.5569620253164557,0.15513931406631037,738,8078,688,0.08516959643476107
2014-04-01,8_30,1,solo,11000,33766,43133,5748,0.17023040928744892,0.1355806459091647,0.07637439109255394,0.06213350707812593,6187,14717,6044,0.41068152476727593
2014-04-01,same_next_day,1,solo,8402,24716,32004,5560,0.22495549441657225,0.17475940507436571,0.012949640287769784,0.13630846415277553,5632,11354,5858,0.5159415184076096
2014-04-01,31_90,2_3,solo,9076,30997,42484,2684,0.0865890247443301,0.06421240937764805,0.21348733233979136,0.08516953253540666,3257,12885,3055,0.23709740007760963
2014-04-01,8_30,1,group,3639,13375,18418,1508,0.11274766355140187,0.08252796177652297,0.013925729442970823,0.09233644859813084,1529,5087,1740,0.34204835856103794
2014-04-01,2_7,4_7,couple,4796,16176,23699,1037,0.06410731948565776,0.04434786277902021,0.21986499517839922,0.14768793273986153,1265,6664,1386,0.20798319327731093
2014-04-01,2_7,4_7,solo,3624,11155,15771,1360,0.12191842223218288,0.08807304546319193,0.19558823529411765,0.09825190497534737,1626,4964,1595,0.32131345688960516
2014-04-01,31_90,1,solo,5484,16431,21090,2189,0.13322378431014545,0.10559506875296348,0.06852444038373687,0.06664232243929158,2339,7185,2363,0.3288796102992345
2014-04-01,91_plus,1,solo,1938,6061,7970,648,0.10691305065170764,0.08293601003764116,0.05864197530864197,0.0755650882692625,686,2560,696,0.271875
2014-04-01,31_90,4_7,family_with_children,8509,44394,70398,1697,0.03822588638104248,0.02458876672632745,0.3305833824395993,0.1773663107627157,2258,15632,1873,0.11981832139201638
2014-04-01,91_plus,2_3,group,3971,16949,24558,1043,0.061537553837984545,0.04340744360289926,0.1486097794822627,0.11794206147855331,1198,6102,1176,0.1927236971484759
2014-04-01,same_next_day,4_7,solo,1279,3896,5560,516,0.1324435318275154,0.09370503597122302,0.10271317829457365,0.10523613963039015,569,1647,639,0.3879781420765027
2014-04-01,91_plus,8_14,group,859,2946,4578,96,0.032586558044806514,0.02162516382699869,0.53125,0.14901561439239647,147,1238,124,0.10016155088852989
2014-04-01,same_next_day,2_3,solo,4126,11733,16014,2033,0.17327196795363506,0.12782565255401523,0.07033939990162322,0.10952015682263701,2176,5262,2374,0.45115925503610793
2014-04-01,91_plus,2_3,solo,3793,13411,18739,870,0.06487211990157334,0.04696088371844816,0.18850574712643678,0.08940422041607636,1034,5430,990,0.18232044198895028
2014-04-01,2_7,1,family_with_children,5001,17666,24352,2069,0.11711762708026718,0.08594776609724047,0.005316578057032383,0.1613834484320163,2080,6625,2138,0.3227169811320755
2014-04-01,91_plus,15_plus,couple,744,2356,3392,42,0.017826825127334467,0.012971698113207548,0.40476190476190477,0.13242784380305603,59,1051,113,0.10751665080875357
2014-04-01,31_90,8_14,family_with_children,1754,7430,11883,207,0.027860026917900405,0.017503997307077336,0.5169082125603864,0.15397039030955587,314,2898,278,0.09592822636300898
2014-04-01,91_plus,1,group,1763,6892,9387,688,0.09982588508415555,0.07414509427932246,0.01308139534883721,0.0824143934997098,697,2567,765,0.2980132450331126
2014-04-01,91_plus,8_14,solo,1067,3485,5362,101,0.02898134863701578,0.019209250279746362,0.44554455445544555,0.14146341463414633,146,1523,141,0.09258043335521995
2014-04-01,31_90,15_plus,couple,598,1607,2158,39,0.024268823895457373,0.018072289156626505,0.3076923076923077,0.11263223397635345,51,756,110,0.1455026455026455
2014-04-01,2_7,8_14,family_with_children,213,699,1098,35,0.05007153075822604,0.03278688524590164,0.2,0.11444921316165951,42,316,50,0.15822784810126583
2014-04-01,8_30,8_14,group,232,688,1040,24,0.03488372093023256,0.023076923076923078,0.16666666666666666,0.13372093023255813,28,337,43,0.12759643916913946
2014-04-01,same_next_day,2_3,group,813,2463,3704,317,0.12870483150629314,0.0861231101511879,0.01892744479495268,0.16768168899715793,323,1008,402,0.39880952380952384
2014-04-01,2_7,4_7,group,719,2277,3294,166,0.07290294246815986,0.051001821493624776,0.15060240963855423,0.11067193675889328,191,971,231,0.23789907312049433
2014-04-01,31_90,15_plus,solo,375,892,1204,35,0.03923766816143498,0.029069767441860465,0.34285714285714286,0.09977578475336323,47,466,64,0.13733905579399142
2014-04-01,91_plus,15_plus,solo,249,970,1347,14,0.01443298969072165,0.010393466963622866,0.35714285714285715,0.09896907216494845,19,390,25,0.0641025641025641
2014-04-01,31_90,15_plus,group,69,190,259,4,0.021052631578947368,0.015444015444015444,0.0,0.2,4,90,7,0.07777777777777778
2014-04-01,same_next_day,4_7,group,270,765,1155,91,0.11895424836601307,0.07878787878787878,0.054945054945054944,0.09803921568627451,96,342,117,0.34210526315789475
2014-04-01,91_plus,15_plus,group,87,239,327,5,0.02092050209205021,0.01529051987767584,0.0,0.1799163179916318,5,105,13,0.12380952380952381
2014-04-01,same_next_day,8_14,family_with_children,60,172,266,9,0.05232558139534884,0.03759398496240601,0.2222222222222222,0.22674418604651161,11,76,13,0.17105263157894737
2014-04-01,2_7,15_plus,family_with_children,37,73,90,0,0.0,0.0,,0.2328767123287671,0,44,9,0.20454545454545456
2014-04-01,8_30,15_plus,family_with_children,64,131,196,6,0.04580152671755725,0.030612244897959183,0.0,0.16030534351145037,6,79,13,0.16455696202531644
2013-08-01,8_30,2_3,couple,17574,62073,90813,4826,0.07774716865625957,0.05372578815808309,0.17757977621218402,0.12846164999275048,5683,25106,5995,0.23878754082689396
2013-08-01,same_next_day,1,couple,7685,21742,30208,3463,0.15927697543924202,0.115234375,0.0025989026855327752,0.23751264833042038,3472,9722,4088,0.42048961119111294
2013-08-01,same_next_day,1,solo,4800,13045,17092,2976,0.2281333844384822,0.17511116311724784,0.024529569892473117,0.14526638558834803,3049,6195,3196,0.5158999192897498
2013-08-01,8_30,2_3,solo,7825,24737,34389,3255,0.13158426648340543,0.09581552240542034,0.250384024577573,0.08323563892145369,4070,10683,3600,0.33698399326032014
2013-08-01,8_30,4_7,couple,9515,36384,58467,2012,0.05529903254177661,0.034669129594472096,0.47912524850894633,0.14674032541776605,2976,14596,2604,0.17840504247739106
2013-08-01,91_plus,2_3,couple,6518,22716,34352,1205,0.05304631097024124,0.03609687936655799,0.26473029045643154,0.1329019193519986,1524,9435,1433,0.15188129305776366
2013-08-01,91_plus,2_3,group,1520,5536,8224,350,0.06322254335260116,0.04292315175097276,0.22857142857142856,0.13601878612716764,430,2172,417,0.1919889502762431
2013-08-01,31_90,1,family_with_children,3698,11931,16721,1601,0.13418824909898583,0.09825967346450572,0.011867582760774516,0.08666499036124382,1620,4744,1601,0.3374789207419899
2013-08-01,31_90,4_7,family_with_children,5496,20449,31752,1268,0.062007922147782286,0.04097379692617788,0.1892744479495268,0.1455816910362365,1508,8177,1421,0.17378011495658555
2013-08-01,2_7,2_3,family_with_children,6301,22017,32853,2212,0.1004678203206613,0.06833470307125682,0.029837251356238697,0.148975791433892,2278,8442,2475,0.2931769722814499
2013-08-01,2_7,1,family_with_children,6705,22428,32447,3104,0.138398430533262,0.0967731993712824,0.002577319587628866,0.15146245764223293,3112,8598,3238,0.3765992091183996
2013-08-01,8_30,2_3,group,2839,10822,16581,847,0.07826649417852523,0.05138411434774742,0.13931523022432113,0.1093143596377749,965,4063,1059,0.2606448437115432
2013-08-01,31_90,2_3,family_with_children,6736,24067,35458,2203,0.09153612830847219,0.06404760561791416,0.05083976395823876,0.11139734906718743,2315,9321,2304,0.2471837785645317
2013-08-01,8_30,4_7,solo,4193,13533,20080,1310,0.09680041380329565,0.06603585657370518,0.41755725190839693,0.08261287223823247,1857,5926,1572,0.2652716841039487
2013-08-01,91_plus,4_7,couple,10346,42225,70375,1427,0.0337951450562463,0.020788632326820603,0.593552908199019,0.17217288336293665,2274,16780,1664,0.09916567342073898
2013-08-01,same_next_day,2_3,couple,4167,11361,16646,1260,0.11090573012939002,0.07635467980295567,0.05476190476190476,0.20051051844027815,1329,5141,1686,0.327951760357907
2013-08-01,2_7,4_7,couple,3503,12079,18105,743,0.06151171454590612,0.04136978735156034,0.36608344549125166,0.17145459061180562,1015,4882,1033,0.21159360917656697
2013-08-01,91_plus,4_7,solo,2238,7108,11015,333,0.04684862127180642,0.031230140717203814,0.5555555555555556,0.10889138998311762,518,3198,420,0.13133208255159476
2013-08-01,91_plus,4_7,group,2062,8110,13447,291,0.03588162762022195,0.022161076820108573,0.47079037800687284,0.14475955610357583,428,3232,351,0.10860148514851485
2013-08-01,same_next_day,4_7,solo,685,1904,2654,239,0.1255252100840336,0.0904295403165034,0.11715481171548117,0.14653361344537816,267,865,334,0.3861271676300578
2013-08-01,91_plus,8_14,family_with_children,1858,6990,11134,169,0.02417739628040057,0.015358361774744027,0.4911242603550296,0.17982832618025751,252,2847,222,0.0779768177028451
2013-08-01,8_30,8_14,couple,1416,5060,8086,201,0.039723320158102766,0.024981449418748455,0.48756218905472637,0.1422924901185771,299,2055,334,0.16253041362530413
2013-08-01,same_next_day,4_7,couple,1087,3012,4575,235,0.07802124833997344,0.051584699453551916,0.18723404255319148,0.1902390438247012,279,1337,366,0.2737471952131638
2013-08-01,91_plus,1,family_with_children,1845,6256,8973,693,0.11077365728900256,0.07990638582413909,0.021645021645021644,0.09382992327365729,708,2460,699,0.2841463414634146
2013-08-01,2_7,4_7,solo,2069,5975,8619,756,0.12652719665271966,0.0881772827474185,0.28174603174603174,0.09121338912133892,969,2737,902,0.32955791012056995
2013-08-01,2_7,4_7,group,514,1655,2448,130,0.07854984894259819,0.05310457516339869,0.19230769230769232,0.1202416918429003,155,698,166,0.23782234957020057
2013-08-01,same_next_day,2_3,solo,2306,6298,8653,1150,0.18259765004763417,0.13382641858315036,0.0808695652173913,0.1456017783423309,1243,2895,1335,0.46113989637305697
2013-08-01,91_plus,2_3,solo,1672,4961,7137,328,0.06611570247933884,0.046378029984587364,0.31097560975609756,0.10360814351945172,430,2196,398,0.18123861566484517
2013-08-01,8_30,1,family_with_children,7071,23425,34152,3142,0.13413020277481325,0.09410869055985008,0.0054105665181413114,0.09425827107790821,3159,9092,3203,0.35228772547294324
2013-08-01,8_30,15_plus,family_with_children,145,430,627,15,0.03488372093023256,0.023923444976076555,0.0,0.19767441860465115,15,179,27,0.15083798882681565
2013-08-01,31_90,8_14,family_with_children,959,3354,5280,157,0.0468097793679189,0.029924242424242423,0.29936305732484075,0.13208109719737626,204,1422,200,0.14064697609001406
2013-08-01,same_next_day,4_7,group,181,489,834,45,0.09202453987730061,0.0539568345323741,0.1111111111111111,0.1492842535787321,50,219,71,0.3242009132420091
2013-08-01,8_30,4_7,group,1269,5136,8184,306,0.05957943925233645,0.0373900293255132,0.3660130718954248,0.15926791277258567,418,1964,370,0.18839103869653767
2013-08-01,2_7,15_plus,couple,113,210,291,2,0.009523809523809525,0.006872852233676976,0.5,0.1523809523809524,3,122,17,0.13934426229508196
2013-08-01,same_next_day,1,group,1112,3271,4784,552,0.16875573219199022,0.11580267558528429,0.0018115942028985507,0.22500764292265363,553,1395,643,0.46093189964157705
2013-08-01,same_next_day,2_3,group,608,1617,2434,208,0.12863327149041434,0.08586688578471652,0.028846153846153848,0.21459492888064316,214,729,278,0.3813443072702332
2013-08-01,2_7,15_plus,solo,85,265,404,8,0.03018867924528302,0.022277227722772276,0.375,0.04150943396226415,11,112,15,0.13392857142857142
2013-08-01,2_7,8_14,couple,517,1475,2230,70,0.04745762711864407,0.03139013452914798,0.32857142857142857,0.12406779661016949,93,673,119,0.17682020802377416
2013-08-01,8_30,8_14,solo,727,2092,3170,137,0.06548757170172084,0.043848580441640375,0.4233576642335766,0.09369024856596558,195,951,189,0.19873817034700317
2013-08-01,8_30,8_14,group,157,531,787,22,0.04143126177024482,0.02795425667090216,0.3181818181818182,0.09416195856873823,29,214,31,0.14485981308411214
2013-08-01,same_next_day,8_14,solo,117,310,433,27,0.08709677419354839,0.06235565819861432,0.2222222222222222,0.1,33,133,42,0.3157894736842105
2013-08-01,same_next_day,8_14,couple,141,329,529,19,0.057750759878419454,0.035916824196597356,0.05263157894736842,0.17325227963525835,20,158,30,0.189873417721519
2013-08-01,91_plus,15_plus,family_with_children,235,681,1048,11,0.016152716593245228,0.01049618320610687,0.2727272727272727,0.1512481644640235,14,296,22,0.07432432432432433
2013-09-01,same_next_day,1,family_with_children,2360,6693,9111,1199,0.17914238756910206,0.1329162550762814,0.0,0.19557746899746004,1199,2833,1260,0.44475820684786443
2013-09-01,91_plus,8_14,group,523,1906,3092,48,0.025183630640083946,0.015847347994825355,0.625,0.15320041972717732,78,757,58,0.07661822985468957
2013-09-01,31_90,2_3,solo,5659,17450,24622,1724,0.09879656160458453,0.07180570221752904,0.2900232018561485,0.0830945558739255,2224,7818,1943,0.2485290355589665
2013-09-01,2_7,1,family_with_children,4001,11337,15157,1882,0.16600511599188497,0.12680609619317806,0.003188097768331562,0.11740319308459028,1888,4883,1948,0.3989350808928937
2013-09-01,2_7,2_3,couple,7862,23539,32575,2462,0.10459237860571817,0.07637759017651573,0.09991876523151909,0.1409575597943838,2708,10151,3167,0.31198896660427544
2013-09-01,91_plus,4_7,group,2418,10013,16430,332,0.0331568960351543,0.020328667072428485,0.4939759036144578,0.1556975931289324,496,3786,424,0.11199154780771263
2013-09-01,91_plus,4_7,couple,11085,45622,75952,1403,0.030752707027311386,0.018985675163261006,0.5630791161796151,0.14734119503748191,2193,18009,1724,0.0957299128213671
2013-09-01,91_plus,8_14,couple,3082,10817,18046,263,0.02431358047517796,0.014961764379917987,0.6692015209125475,0.14560414162891744,439,4628,367,0.0792999135695765
2013-09-01,8_30,1,solo,7260,21372,27369,3805,0.17803668351113608,0.14242391026343673,0.09829172141918528,0.0641961444881153,4179,9433,4051,0.42944980387999576
2013-09-01,31_90,1,couple,7018,22034,28939,2342,0.10629027866025234,0.0826566225508829,0.03031596925704526,0.12063175093038032,2413,9382,2650,0.282455766361117
2013-09-01,31_90,2_3,group,2869,10923,16443,755,0.0691202050718667,0.046098643799793226,0.2423841059602649,0.13082486496383777,938,4148,890,0.21456123432979748
2013-09-01,91_plus,4_7,solo,2419,8073,11709,357,0.044221479004087696,0.03142881544111367,0.453781512605042,0.11705685618729098,519,3452,432,0.12514484356894554
2013-09-01,31_90,2_3,couple,14971,53218,77662,3655,0.06867977000263069,0.047758234400350236,0.2558139534883721,0.12480739599383667,4590,21729,4322,0.19890468958534677
2013-09-01,8_30,2_3,family_with_children,7442,25341,35082,2683,0.10587585336016732,0.07793170286756741,0.033917256802087216,0.10291622272207095,2774,10126,2927,0.28905787082757256
2013-09-01,31_90,1,solo,3166,9249,11952,1196,0.12931127689479943,0.10291164658634538,0.1028428093645485,0.07103470645475186,1319,4094,1322,0.32291157791890573
2013-09-01,8_30,1,couple,12050,36862,48014,4605,0.12492539742824589,0.09761736160286583,0.02041259500542888,0.10105257446693071,4699,15849,5310,0.33503691084611015
2013-09-01,91_plus,8_14,solo,709,2217,3502,64,0.02886783942264321,0.01856082238720731,0.609375,0.08479927830401443,103,1038,91,0.08766859344894026
2013-09-01,8_30,4_7,family_with_children,3908,13933,20883,1023,0.07342280915811383,0.05037590384523297,0.14760508308895406,0.11741907701141176,1174,5574,1218,0.2185145317545748
2013-09-01,31_90,4_7,family_with_children,5893,23516,37381,1347,0.057280149685320636,0.03681014419089912,0.2583518930957684,0.13709814594318762,1695,9179,1515,0.16505065911319317
2013-09-01,8_30,1,group,2045,6615,9037,801,0.12108843537414966,0.08896757773597433,0.017478152309612985,0.10098261526832955,815,2671,931,0.3485585922875328
