year_month,is_package,lead_time_bucket,stay_length_bucket,party_segment,channel,is_mobile,users,events,weighted_events,bookings,weighted_bookings,booking_row_rate,booking_weighted_event_rate,booking_value_proxy_total
2013/03/01,"0",8_30,"1",solo,"2","1","14","26","43","4","4",0.153846153846154,0.0930232558139535,"4"
2013/03/01,"1",8_30,"1",couple,"2","1","3","5","10","0","0",0,0,"0"
2013/03/01,"1",2_7,8_14,family_with_children,"9","1","4","25","35","0","0",0,0,"0"
2013/03/01,"1",2_7,"1",solo,"0","1","6","7","14","3","4",0.428571428571429,0.285714285714286,"6"
2013/03/01,"0",same_next_day,"1",solo,"7","0","13","28","44","3","3",0.107142857142857,0.0681818181818182,"3"
2013/03/01,"1",31_90,2_3,group,"2","1","3","5","9","1","1",0.2,0.111111111111111,"2"
2013/03/01,"1",31_90,8_14,family_with_children,"7","0","2","18","30","0","0",0,0,"0"
2013/03/01,"0",2_7,2_3,family_with_children,"4","1","10","32","50","4","4",0.125,0.08,"4"
2013/03/01,"0",91_plus,"1",family_with_children,"4","1","13","32","57","7","7",0.21875,0.12280701754386,"7"
2013/03/01,"1",8_30,2_3,group,"0","1","11","17","21","1","1",0.0588235294117647,0.0476190476190476,"2"
2013/03/01,"1",91_plus,8_14,solo,"1","1","3","10","14","0","0",0,0,"0"
2013/03/01,"1",same_next_day,15_plus,couple,"2","0","2","3","5","0","0",0,0,"0"
2013/03/01,"1",2_7,4_7,couple,"8","1","1","2","12","0","0",0,0,"0"
2013/03/01,"1",91_plus,"1",solo,"2","0","2","2","5","0","0",0,0,"0"
2013/03/01,"1",8_30,15_plus,solo,"0","0","4","7","15","3","3",0.428571428571429,0.2,"6"
2013/03/01,"0",2_7,4_7,couple,"8","1","1","6","8","0","0",0,0,"0"
2013/03/01,"1",31_90,4_7,solo,"8","1","4","6","12","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,couple,"1","0","2","4","6","0","0",0,0,"0"
2013/03/01,"1",8_30,8_14,solo,"2","0","7","14","32","1","1",0.0714285714285714,0.03125,"2"
2013/03/01,"1",8_30,2_3,family_with_children,"8","0","5","19","26","2","3",0.105263157894737,0.115384615384615,"4"
2013/03/01,"1",8_30,2_3,group,"5","0","6","14","16","0","0",0,0,"0"
2013/03/01,"0",2_7,4_7,group,"3","1","2","3","4","0","0",0,0,"0"
2013/03/01,"0",31_90,15_plus,group,"9","0","9","24","43","1","1",0.0416666666666667,0.0232558139534884,"1"
2013/03/01,"0",2_7,15_plus,solo,"2","0","2","7","8","1","1",0.142857142857143,0.125,"1"
2013/03/01,"1",91_plus,15_plus,group,"1","0","3","8","15","0","0",0,0,"0"
2013/03/01,"1",2_7,4_7,family_with_children,"3","1","6","33","61","0","0",0,0,"0"
2013/03/01,"0",31_90,4_7,solo,"8","0","9","38","73","3","4",0.0789473684210526,0.0547945205479452,"3"
2013/03/01,"1",8_30,4_7,family_with_children,"4","1","5","10","12","1","1",0.1,0.0833333333333333,"2"
2013/03/01,"1",8_30,"1",solo,"5","0","4","6","6","2","2",0.333333333333333,0.333333333333333,"4"
2013/03/01,"1",31_90,2_3,family_with_children,"2","1","2","2","3","0","0",0,0,"0"
2013/03/01,"1",2_7,4_7,group,"8","0","1","1","1","1","1",1,1,"2"
2013/03/01,"0",same_next_day,4_7,couple,"4","0","11","18","30","3","3",0.166666666666667,0.1,"3"
2013/03/01,"0",2_7,8_14,group,"3","1","2","16","26","0","0",0,0,"0"
2013/03/01,"0",8_30,"1",group,"4","1","3","7","8","0","0",0,0,"0"
2013/03/01,"0",8_30,"1",family_with_children,"4","1","5","35","59","2","2",0.0571428571428571,0.0338983050847458,"2"
2013/03/01,"1",8_30,"1",couple,"5","0","5","5","8","0","0",0,0,"0"
2013/03/01,"1",8_30,15_plus,solo,"9","0","11","13","17","2","2",0.153846153846154,0.117647058823529,"4"
2013/03/01,"0",8_30,4_7,group,"2","1","10","28","39","0","0",0,0,"0"
2013/03/01,"1",8_30,8_14,group,"4","0","1","1","4","0","0",0,0,"0"
2013/03/01,"1",8_30,2_3,couple,"8","1","3","16","18","1","1",0.0625,0.0555555555555556,"2"
2013/03/01,"1",91_plus,15_plus,couple,"2","1","1","2","4","0","0",0,0,"0"
2013/03/01,"1",91_plus,2_3,family_with_children,"7","0","6","9","11","0","0",0,0,"0"
2013/03/01,"1",91_plus,15_plus,family_with_children,"7","0","2","2","3","0","0",0,0,"0"
2013/03/01,"1",31_90,"1",group,"2","0","4","9","20","2","2",0.222222222222222,0.1,"4"
2013/03/01,"0",31_90,4_7,couple,"4","1","13","31","78","3","3",0.0967741935483871,0.0384615384615385,"3"
2013/03/01,"0",31_90,"1",couple,"6","0","7","21","44","2","3",0.0952380952380952,0.0681818181818182,"2"
2013/03/01,"1",8_30,2_3,solo,"3","1","1","2","6","0","0",0,0,"0"
2013/03/01,"1",91_plus,4_7,family_with_children,"5","1","2","3","4","0","0",0,0,"0"
2013/03/01,"0",8_30,8_14,family_with_children,"8","1","2","5","8","0","0",0,0,"0"
2013/03/01,"0",31_90,2_3,couple,"7","1","2","8","9","0","0",0,0,"0"
2013/03/01,"1",91_plus,"1",couple,"4","0","7","13","24","1","1",0.0769230769230769,0.0416666666666667,"2"
2013/03/01,"0",31_90,8_14,solo,"0","1","9","21","34","0","0",0,0,"0"
2013/03/01,"1",2_7,2_3,group,"0","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",same_next_day,2_3,group,"0","1","1","1","1","1","1",1,1,"2"
2013/03/01,"0",91_plus,8_14,solo,"8","0","2","12","28","1","1",0.0833333333333333,0.0357142857142857,"1"
2013/03/01,"1",91_plus,4_7,group,"2","1","7","13","26","0","0",0,0,"0"
2013/03/01,"0",same_next_day,15_plus,family_with_children,"3","0","1","10","16","0","0",0,0,"0"
2013/03/01,"1",2_7,8_14,couple,"4","0","3","4","6","0","0",0,0,"0"
2013/03/01,"0",same_next_day,8_14,family_with_children,"3","0","3","20","22","0","0",0,0,"0"
2013/03/01,"1",8_30,4_7,couple,"8","1","5","10","10","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,couple,"3","0","2","2","2","0","0",0,0,"0"
2013/03/01,"0",2_7,8_14,family_with_children,"4","0","5","11","13","3","3",0.272727272727273,0.230769230769231,"3"
2013/03/01,"0",31_90,15_plus,family_with_children,"5","0","7","12","13","0","0",0,0,"0"
2013/03/01,"1",2_7,"1",solo,"3","0","4","8","9","2","2",0.25,0.222222222222222,"4"
2013/03/01,"0",2_7,15_plus,family_with_children,"5","0","1","1","2","0","0",0,0,"0"
2013/03/01,"1",same_next_day,15_plus,couple,"0","0","2","3","5","0","0",0,0,"0"
2013/03/01,"1",91_plus,2_3,couple,"6","0","2","4","9","0","0",0,0,"0"
2013/03/01,"0",91_plus,"1",group,"5","1","1","7","10","0","0",0,0,"0"
2013/03/01,"0",same_next_day,4_7,group,"5","1","1","1","6","0","0",0,0,"0"
2013/03/01,"0",same_next_day,4_7,solo,"5","1","1","1","3","0","0",0,0,"0"
2013/03/01,"1",8_30,"1",couple,"1","1","3","4","10","0","0",0,0,"0"
2013/03/01,"0",2_7,"1",couple,"8","1","4","5","6","1","1",0.2,0.166666666666667,"1"
2013/03/01,"1",2_7,4_7,group,"1","1","3","3","6","0","0",0,0,"0"
2013/03/01,"1",91_plus,"1",group,"9","1","3","5","7","0","0",0,0,"0"
2013/03/01,"1",2_7,2_3,group,"1","1","3","4","4","1","1",0.25,0.25,"2"
2013/03/01,"0",31_90,8_14,group,"3","1","2","3","3","0","0",0,0,"0"
2013/03/01,"1",8_30,15_plus,family_with_children,"9","1","1","3","3","0","0",0,0,"0"
2013/03/01,"0",91_plus,4_7,solo,"2","1","5","7","9","0","0",0,0,"0"
2013/03/01,"0",2_7,15_plus,family_with_children,"2","0","2","13","34","1","1",0.0769230769230769,0.0294117647058824,"1"
2013/03/01,"1",91_plus,2_3,group,"7","0","3","14","15","0","0",0,0,"0"
2013/03/01,"0",2_7,2_3,solo,"4","1","3","5","6","1","1",0.2,0.166666666666667,"1"
2013/03/01,"1",8_30,"1",couple,"6","0","1","1","2","0","0",0,0,"0"
2013/03/01,"1",8_30,2_3,solo,"8","0","3","3","3","2","2",0.666666666666667,0.666666666666667,"4"
2013/03/01,"0",2_7,4_7,solo,"2","1","6","10","16","0","0",0,0,"0"
2013/03/01,"1",8_30,4_7,family_with_children,"8","1","2","7","13","0","0",0,0,"0"
2013/03/01,"0",31_90,"1",couple,"7","1","3","3","8","0","0",0,0,"0"
2013/03/01,"0",31_90,8_14,couple,"8","0","4","10","23","0","0",0,0,"0"
2013/03/01,"0",91_plus,15_plus,solo,"7","0","1","13","30","0","0",0,0,"0"
2013/03/01,"0",31_90,"1",group,"5","1","2","3","10","0","0",0,0,"0"
2013/03/01,"0",91_plus,15_plus,family_with_children,"7","0","2","6","6","0","0",0,0,"0"
2013/03/01,"0",same_next_day,"1",couple,"7","1","2","2","3","0","0",0,0,"0"
2013/03/01,"0",8_30,15_plus,solo,"2","1","1","1","3","0","0",0,0,"0"
2013/03/01,"0",91_plus,8_14,family_with_children,"5","1","4","8","10","0","0",0,0,"0"
2013/03/01,"1",91_plus,4_7,group,"8","0","5","7","8","1","1",0.142857142857143,0.125,"2"
2013/03/01,"0",8_30,"1",group,"5","1","4","7","9","0","0",0,0,"0"
2013/03/01,"0",same_next_day,4_7,group,"2","1","3","7","16","0","0",0,0,"0"
2013/03/01,"0",8_30,15_plus,solo,"0","1","2","3","4","0","0",0,0,"0"
2013/03/01,"1",same_next_day,"1",group,"2","0","1","1","1","0","0",0,0,"0"
2013/03/01,"0",same_next_day,8_14,family_with_children,"1","0","8","23","40","0","0",0,0,"0"
2013/03/01,"1",same_next_day,15_plus,family_with_children,"9","1","3","4","6","0","0",0,0,"0"
2013/03/01,"1",91_plus,"1",family_with_children,"2","1","2","2","5","0","0",0,0,"0"
2013/03/01,"1",same_next_day,4_7,couple,"2","1","3","4","5","0","0",0,0,"0"
2013/03/01,"1",same_next_day,15_plus,couple,"1","0","3","5","5","0","0",0,0,"0"
2013/03/01,"1",31_90,15_plus,couple,"0","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",31_90,8_14,solo,"4","0","2","2","3","1","1",0.5,0.333333333333333,"2"
2013/03/01,"0",2_7,"1",couple,"6","0","2","5","7","0","0",0,0,"0"
2013/03/01,"0",8_30,15_plus,couple,"3","0","9","21","41","0","0",0,0,"0"
2013/03/01,"0",2_7,8_14,couple,"4","0","1","1","1","0","0",0,0,"0"
2013/03/01,"1",same_next_day,15_plus,couple,"5","0","2","2","2","0","0",0,0,"0"
2013/03/01,"0",same_next_day,4_7,family_with_children,"7","0","5","13","27","1","1",0.0769230769230769,0.037037037037037,"1"
2013/03/01,"1",31_90,"1",group,"9","1","4","7","13","0","0",0,0,"0"
2013/03/01,"1",same_next_day,2_3,couple,"4","1","2","4","9","0","0",0,0,"0"
2013/03/01,"0",91_plus,2_3,couple,"6","0","1","4","11","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,family_with_children,"3","0","1","1","1","0","0",0,0,"0"
2013/03/01,"0",same_next_day,2_3,couple,"7","1","2","3","5","0","0",0,0,"0"
2013/03/01,"1",2_7,8_14,family_with_children,"1","0","7","13","27","0","0",0,0,"0"
2013/03/01,"0",same_next_day,8_14,group,"7","0","1","2","5","0","0",0,0,"0"
2013/03/01,"0",same_next_day,8_14,solo,"4","0","3","7","8","1","1",0.142857142857143,0.125,"1"
2013/03/01,"0",same_next_day,8_14,family_with_children,"4","0","3","9","26","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,couple,"2","0","4","7","12","0","0",0,0,"0"
2013/03/01,"1",same_next_day,2_3,solo,"1","1","2","2","3","0","0",0,0,"0"
2013/03/01,"0",31_90,15_plus,solo,"0","1","3","6","7","0","0",0,0,"0"
2013/03/01,"0",31_90,15_plus,solo,"3","1","1","2","2","0","0",0,0,"0"
2013/03/01,"0",2_7,4_7,group,"8","1","1","2","5","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,solo,"1","0","4","5","12","0","0",0,0,"0"
2013/03/01,"0",31_90,4_7,solo,"6","0","3","5","6","0","0",0,0,"0"
2013/03/01,"0",31_90,2_3,family_with_children,"7","1","1","1","1","0","0",0,0,"0"
2013/03/01,"0",8_30,"1",family_with_children,"8","1","5","10","15","1","1",0.1,0.0666666666666667,"1"
2013/03/01,"1",91_plus,"1",solo,"9","1","6","16","21","2","2",0.125,0.0952380952380952,"4"
2013/03/01,"1",same_next_day,4_7,group,"1","0","1","8","24","0","0",0,0,"0"
2013/03/01,"1",8_30,"1",group,"3","0","1","1","1","0","0",0,0,"0"
2013/03/01,"1",31_90,2_3,solo,"4","1","2","2","2","1","1",0.5,0.5,"2"
2013/03/01,"1",2_7,8_14,group,"3","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",2_7,15_plus,family_with_children,"9","1","3","4","7","0","0",0,0,"0"
2013/03/01,"0",31_90,15_plus,couple,"7","0","2","2","2","0","0",0,0,"0"
2013/03/01,"1",91_plus,2_3,solo,"4","1","3","5","6","1","1",0.2,0.166666666666667,"2"
2013/03/01,"1",8_30,8_14,group,"9","1","2","2","2","0","0",0,0,"0"
2013/03/01,"0",2_7,"1",family_with_children,"7","1","1","4","10","0","0",0,0,"0"
2013/03/01,"1",2_7,"1",group,"3","0","3","3","3","0","0",0,0,"0"
2013/03/01,"1",8_30,"1",group,"4","0","2","5","12","0","0",0,0,"0"
2013/03/01,"1",2_7,8_14,group,"9","1","1","1","1","1","1",1,1,"2"
2013/03/01,"0",2_7,15_plus,solo,"4","0","1","1","2","0","0",0,0,"0"
2013/03/01,"1",same_next_day,8_14,couple,"2","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",31_90,4_7,solo,"7","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",91_plus,15_plus,solo,"2","1","1","2","2","0","0",0,0,"0"
2013/03/01,"1",31_90,"1",group,"7","0","1","4","13","0","0",0,0,"0"
2013/03/01,"1",91_plus,8_14,group,"2","1","1","5","7","0","0",0,0,"0"
2013/03/01,"1",31_90,8_14,couple,"8","0","4","14","25","1","1",0.0714285714285714,0.04,"2"
2013/03/01,"1",91_plus,15_plus,solo,"1","0","7","17","30","0","0",0,0,"0"
2013/03/01,"1",8_30,8_14,group,"8","0","1","1","1","1","1",1,1,"2"
2013/03/01,"0",8_30,15_plus,family_with_children,"3","0","1","1","1","0","0",0,0,"0"
2013/03/01,"1",8_30,2_3,couple,"7","1","1","5","10","0","0",0,0,"0"
2013/03/01,"1",91_plus,"1",family_with_children,"1","1","3","5","9","0","0",0,0,"0"
2013/03/01,"0",91_plus,8_14,solo,"5","1","2","4","4","0","0",0,0,"0"
2013/03/01,"1",91_plus,4_7,solo,"8","0","4","6","9","0","0",0,0,"0"
2013/03/01,"1",31_90,2_3,family_with_children,"5","1","1","1","1","0","0",0,0,"0"
2013/03/01,"0",31_90,"1",solo,"4","1","2","4","6","1","1",0.25,0.166666666666667,"1"
2013/03/01,"1",8_30,8_14,group,"0","0","2","3","10","1","1",0.333333333333333,0.1,"2"
2013/03/01,"1",2_7,4_7,family_with_children,"4","0","5","16","30","1","1",0.0625,0.0333333333333333,"2"
2013/03/01,"0",31_90,4_7,group,"8","1","2","2","3","0","0",0,0,"0"
2013/03/01,"1",2_7,8_14,group,"1","0","2","13","50","1","1",0.0769230769230769,0.02,"2"
2013/03/01,"1",2_7,8_14,couple,"8","1","1","1","1","0","0",0,0,"0"
2013/03/01,"1",same_next_day,4_7,couple,"8","0","1","4","4","0","0",0,0,"0"
2013/03/01,"1",8_30,4_7,couple,"6","1","1","1","1","0","0",0,0,"0"
2013/03/01,"0",8_30,4_7,solo,"4","1","2","13","28","0","0",0,0,"0"
2013/03/01,"0",same_next_day,8_14,couple,"4","0","1","3","16","1","1",0.333333333333333,0.0625,"1"
2013/03/01,"1",same_next_day,"1",couple,"8","0","3","5","8","0","0",0,0,"0"
2013/03/01,"0",2_7,15_plus,family_with_children,"9","1","3","3","6","0","0",0,0,"0"
2013/03/01,"1",2_7,4_7,group,"2","0","3","9","16","0","0",0,0,"0"
2013/03/01,"1",91_plus,15_plus,family_with_children,"8","0","1","3","6","0","0",0,0,"0"
2013/03/01,"0",8_30,8_14,group,"1","1","2","3","5","0","0",0,0,"0"
2014/04/01,"1",31_90,15_plus,solo,"7","1","1","2","3","0","0",0,0,"0"
2014/04/01,"0",8_30,"1",solo,"8","1","3","6","6","0","0",0,0,"0"
2014/04/01,"0",91_plus,8_14,group,"3","1","2","6","7","0","0",0,0,"0"
2014/04/01,"0",31_90,2_3,family_with_children,"6","1","2","13","18","0","0",0,0,"0"
2014/04/01,"1",8_30,15_plus,solo,"0","1","1","2","2","0","0",0,0,"0"
2014/04/01,"1",same_next_day,2_3,group,"4","1","1","10","30","0","0",0,0,"0"
2014/04/01,"0",same_next_day,15_plus,couple,"4","0","1","3","3","0","0",0,0,"0"
2014/04/01,"0",31_90,"1",solo,"6","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",same_next_day,15_plus,couple,"7","0","1","2","2","0","0",0,0,"0"
2014/04/01,"1",31_90,15_plus,group,"3","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",same_next_day,15_plus,solo,"3","1","1","1","2","0","0",0,0,"0"
2014/04/01,"0",same_next_day,8_14,solo,"3","1","1","5","9","1","1",0.2,0.111111111111111,"1"
2014/04/01,"0",same_next_day,4_7,couple,"3","1","1","1","1","0","0",0,0,"0"
2014/04/01,"1",31_90,2_3,group,"4","1","2","2","2","0","0",0,0,"0"
2014/04/01,"0",same_next_day,4_7,solo,"6","1","1","1","2","0","0",0,0,"0"
2014/04/01,"1",91_plus,"1",group,"5","1","2","2","2","0","0",0,0,"0"
2014/04/01,"1",8_30,8_14,group,"4","0","1","3","7","1","1",0.333333333333333,0.142857142857143,"2"
2014/04/01,"0",same_next_day,2_3,group,"5","1","3","5","10","1","1",0.2,0.1,"1"
2014/04/01,"0",2_7,15_plus,couple,"0","1","5","12","14","0","0",0,0,"0"
2014/04/01,"0",same_next_day,8_14,family_with_children,"4","0","1","4","5","0","0",0,0,"0"
2014/04/01,"1",31_90,8_14,solo,"3","1","1","1","1","0","0",0,0,"0"
2014/04/01,"1",8_30,"1",group,"7","0","1","1","4","0","0",0,0,"0"
2014/04/01,"1",same_next_day,8_14,couple,"1","1","1","1","1","0","0",0,0,"0"
2014/04/01,"1",8_30,4_7,group,"6","0","1","1","3","0","0",0,0,"0"
2014/04/01,"0",2_7,15_plus,group,"9","1","1","1","2","0","0",0,0,"0"
2014/04/01,"0",8_30,15_plus,couple,"3","1","1","1","2","0","0",0,0,"0"
2014/04/01,"1",same_next_day,8_14,solo,"0","0","4","6","11","0","0",0,0,"0"
2014/04/01,"1",8_30,8_14,solo,"3","1","1","2","2","0","0",0,0,"0"
2014/04/01,"1",8_30,4_7,group,"7","1","1","1","2","0","0",0,0,"0"
2014/04/01,"1",91_plus,"1",solo,"6","0","1","1","1","0","0",0,0,"0"
2014/04/01,"0",8_30,15_plus,group,"1","0","2","13","16","1","1",0.0769230769230769,0.0625,"1"
2014/04/01,"0",same_next_day,15_plus,solo,"1","1","2","2","5","0","0",0,0,"0"
2014/04/01,"1",91_plus,4_7,family_with_children,"10","1","1","6","16","0","0",0,0,"0"
2014/04/01,"1",2_7,"1",couple,"5","1","2","4","5","0","0",0,0,"0"
2014/04/01,"0",2_7,2_3,couple,"10","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",2_7,4_7,group,"4","1","1","2","2","0","0",0,0,"0"
2014/04/01,"0",2_7,8_14,group,"4","1","2","10","21","1","1",0.1,0.0476190476190476,"1"
2014/04/01,"0",same_next_day,15_plus,family_with_children,"2","1","1","1","1","0","0",0,0,"0"
2014/04/01,"0",2_7,15_plus,couple,"8","0","1","2","2","0","0",0,0,"0"
2014/04/01,"0",31_90,"1",couple,"8","1","1","2","2","1","1",0.5,0.5,"1"
2014/04/01,"0",same_next_day,15_plus,solo,"0","1","2","2","3","0","0",0,0,"0"
2014/04/01,"1",31_90,"1",solo,"7","1","1","1","1","0","0",0,0,"0"
2014/04/01,"1",31_90,15_plus,group,"0","0","1","1","1","0","0",0,0,"0"
2014/04/01,"0",91_plus,4_7,group,"7","1","1","3","3","0","0",0,0,"0"
2014/04/01,"1",2_7,8_14,couple,"3","1","1","1","6","0","0",0,0,"0"
2014/04/01,"1",same_next_day,15_plus,couple,"1","1","1","1","1","0","0",0,0,"0"
2014/04/01,"0",31_90,8_14,family_with_children,"6","0","1","2","2","1","1",0.5,0.5,"1"
2014/04/01,"1",2_7,"1",group,"2","1","1","15","19","1","1",0.0666666666666667,0.0526315789473684,"2"
2014/04/01,"0",91_plus,"1",solo,"7","1","1","2","3","0","0",0,0,"0"
2014/04/01,"0",31_90,15_plus,family_with_children,"5","1","1","2","2","0","0",0,0,"0"
2014/04/01,"1",91_plus,"1",couple,"6","1","1","1","1","0","0",0,0,"0"
2014/04/01,"0",31_90,8_14,family_with_children,"5","1","1","4","5","0","0",0,0,"0"
2014/04/01,"0",91_plus,15_plus,couple,"8","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",31_90,4_7,solo,"7","1","1","1","1","0","0",0,0,"0"
2014/04/01,"0",31_90,8_14,group,"7","1","1","6","10","0","0",0,0,"0"
2014/04/01,"1",31_90,15_plus,solo,"4","1","1","1","1","0","0",0,0,"0"
2014/04/01,"0",same_next_day,15_plus,solo,"4","1","1","1","2","0","0",0,0,"0"
2014/04/01,"0",8_30,15_plus,group,"5","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",31_90,8_14,group,"7","0","1","1","1","0","0",0,0,"0"
2014/04/01,"1",2_7,15_plus,family_with_children,"1","1","1","1","1","0","0",0,0,"0"
2014/04/01,"1",8_30,2_3,solo,"6","1","1","2","3","0","0",0,0,"0"
2014/05/01,"0",8_30,15_plus,group,"1","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",same_next_day,4_7,family_with_children,"5","1","1","5","6","1","1",0.2,0.166666666666667,"1"
2013/08/01,"1",8_30,15_plus,solo,"2","0","2","2","2","0","0",0,0,"0"
2013/08/01,"0",2_7,8_14,group,"8","1","1","1","1","0","0",0,0,"0"
2013/08/01,"1",same_next_day,4_7,family_with_children,"4","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",31_90,2_3,couple,"10","0","1","2","2","0","0",0,0,"0"
2013/08/01,"1",2_7,"1",solo,"8","0","2","3","3","1","1",0.333333333333333,0.333333333333333,"2"
2013/08/01,"1",same_next_day,8_14,family_with_children,"2","0","1","1","2","0","0",0,0,"0"
2013/08/01,"1",8_30,"1",solo,"5","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",91_plus,15_plus,solo,"0","1","2","2","2","0","0",0,0,"0"
2013/08/01,"1",31_90,4_7,group,"4","1","2","8","23","0","0",0,0,"0"
2013/08/01,"1",8_30,8_14,family_with_children,"7","1","1","4","4","0","0",0,0,"0"
2013/08/01,"1",31_90,15_plus,solo,"5","0","1","1","1","0","0",0,0,"0"
2013/08/01,"1",2_7,"1",group,"3","0","1","1","1","0","0",0,0,"0"
2013/08/01,"1",31_90,2_3,group,"8","1","1","2","4","0","0",0,0,"0"
2013/08/01,"1",8_30,15_plus,group,"9","0","4","4","4","0","0",0,0,"0"
2013/08/01,"1",31_90,15_plus,solo,"4","0","1","7","20","0","0",0,0,"0"
2013/08/01,"1",91_plus,15_plus,couple,"8","0","2","4","5","0","0",0,0,"0"
2013/08/01,"1",same_next_day,15_plus,couple,"2","0","2","2","3","0","0",0,0,"0"
2013/08/01,"1",8_30,2_3,group,"2","1","2","2","3","0","0",0,0,"0"
2013/08/01,"1",2_7,2_3,couple,"8","1","1","1","3","0","0",0,0,"0"
2013/08/01,"1",same_next_day,15_plus,family_with_children,"5","0","1","1","2","0","0",0,0,"0"
2013/08/01,"1",same_next_day,2_3,couple,"8","1","1","1","2","0","0",0,0,"0"
2013/08/01,"1",same_next_day,"1",couple,"6","0","1","1","1","0","0",0,0,"0"
2013/08/01,"0",2_7,8_14,family_with_children,"2","1","5","9","14","1","1",0.111111111111111,0.0714285714285714,"1"
2013/08/01,"0",91_plus,8_14,solo,"2","1","2","4","5","0","0",0,0,"0"
2013/08/01,"1",2_7,2_3,group,"3","1","1","7","7","0","0",0,0,"0"
2013/08/01,"1",31_90,2_3,solo,"3","1","3","3","3","0","0",0,0,"0"
2013/08/01,"1",91_plus,15_plus,family_with_children,"7","1","1","6","6","0","0",0,0,"0"
2013/08/01,"0",31_90,"1",family_with_children,"7","1","1","2","3","0","0",0,0,"0"
2013/08/01,"1",91_plus,4_7,group,"8","1","2","5","6","0","0",0,0,"0"
2013/08/01,"0",same_next_day,2_3,solo,"6","1","1","2","2","0","0",0,0,"0"
2013/08/01,"0",8_30,15_plus,family_with_children,"3","0","3","3","3","0","0",0,0,"0"
2013/08/01,"0",8_30,4_7,solo,"6","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",91_plus,15_plus,group,"4","0","1","9","9","0","0",0,0,"0"
2013/08/01,"0",2_7,15_plus,family_with_children,"8","0","1","2","3","0","0",0,0,"0"
2013/08/01,"0",2_7,"1",group,"8","1","2","5","7","0","0",0,0,"0"
2013/08/01,"0",91_plus,15_plus,family_with_children,"2","1","3","12","16","0","0",0,0,"0"
2013/08/01,"0",91_plus,2_3,group,"6","1","2","3","5","0","0",0,0,"0"
2013/08/01,"0",same_next_day,8_14,couple,"7","0","1","1","1","0","0",0,0,"0"
2013/08/01,"0",2_7,4_7,group,"3","1","1","2","4","0","0",0,0,"0"
2013/08/01,"0",31_90,8_14,group,"2","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",8_30,2_3,family_with_children,"10","0","1","2","2","0","0",0,0,"0"
2013/08/01,"0",2_7,2_3,solo,"10","0","1","2","2","0","0",0,0,"0"
2013/08/01,"0",91_plus,"1",group,"5","1","2","16","29","2","2",0.125,0.0689655172413793,"2"
2013/08/01,"0",same_next_day,2_3,family_with_children,"6","1","2","4","6","1","1",0.25,0.166666666666667,"1"
2013/08/01,"1",31_90,2_3,group,"7","1","1","2","3","1","1",0.5,0.333333333333333,"2"
2013/08/01,"1",same_next_day,15_plus,family_with_children,"2","1","1","1","1","0","0",0,0,"0"
2013/08/01,"1",2_7,2_3,family_with_children,"6","1","1","1","1","0","0",0,0,"0"
2013/08/01,"1",2_7,8_14,family_with_children,"5","0","1","1","1","0","0",0,0,"0"
2013/08/01,"0",91_plus,8_14,family_with_children,"8","1","1","1","1","0","0",0,0,"0"
2013/08/01,"1",2_7,4_7,family_with_children,"8","1","1","1","1","0","0",0,0,"0"
2013/08/01,"1",same_next_day,4_7,solo,"1","1","2","3","3","0","0",0,0,"0"
2013/08/01,"1",8_30,4_7,couple,"6","1","1","2","2","0","0",0,0,"0"
2013/08/01,"0",31_90,"1",group,"5","1","1","1","2","0","0",0,0,"0"
2013/08/01,"0",same_next_day,2_3,solo,"10","0","1","3","3","0","0",0,0,"0"
2013/08/01,"1",91_plus,8_14,solo,"6","0","2","10","24","0","0",0,0,"0"
2013/08/01,"0",91_plus,8_14,solo,"8","0","2","3","6","0","0",0,0,"0"
2013/08/01,"1",31_90,8_14,group,"2","0","2","8","13","0","0",0,0,"0"
2013/08/01,"0",8_30,4_7,family_with_children,"6","1","1","1","1","0","0",0,0,"0"
2013/08/01,"0",same_next_day,15_plus,family_with_children,"1","0","1","1","2","0","0",0,0,"0"
2013/08/01,"0",31_90,8_14,couple,"8","1","1","5","5","0","0",0,0,"0"
2013/08/01,"1",8_30,4_7,solo,"7","1","1","1","1","0","0",0,0,"0"
